term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,p_stem
continue,49,0.0003573329832928599,11.45044329283915,8,VB,4,"{'VB', 'NN', 'NNP', 'VBP'}",0,continu
opinion,49,0.0003573329832928599,11.45044329283915,7,NN,1,{'NN'},0,opinion
domestic,48,0.0003500404734297403,11.480190636233203,8,JJ,1,{'JJ'},0,domest
meet,48,0.0003500404734297403,11.480190636233203,4,VB,3,"{'VB', 'VBD', 'VBP'}",0,meet
nothing,48,0.0003500404734297403,11.480190636233203,7,NN,2,"{'NN', 'VBG'}",0,noth
control,48,0.0003500404734297403,11.480190636233203,7,NN,3,"{'NN', 'VB', 'JJ'}",0,control
condition,48,0.0003500404734297403,11.480190636233203,9,NN,1,{'NN'},0,condit
relations,47,0.0003427479635666207,11.510564285276722,9,NNS,1,{'NNS'},0,relat
fellow,47,0.0003427479635666207,11.510564285276722,6,JJ,5,"{'CD', 'NNP', 'IN', 'JJ', 'NN'}",0,fellow
go,47,0.0003427479635666207,11.510564285276722,2,VB,2,"{'VB', 'VBP'}",0,go
opportunity,47,0.0003427479635666207,11.510564285276722,11,NN,2,"{'NN', 'NNP'}",0,opportun
him,47,0.0003427479635666207,11.510564285276722,3,PRP,3,"{'VB', 'PRP', 'NNP'}",1,him
happiness,47,0.0003427479635666207,11.510564285276722,9,NN,2,"{'NN', 'NNP'}",0,happi
economic,46,0.0003354554537035011,11.541591180897345,8,JJ,1,{'JJ'},0,econom
defense,46,0.0003354554537035011,11.541591180897345,7,NN,1,{'NN'},0,defens
oath,46,0.0003354554537035011,11.541591180897345,4,NN,3,"{'NN', 'IN', 'JJ'}",0,oath
lives,46,0.0003354554537035011,11.541591180897345,5,NNS,2,"{'NNS', 'VBZ'}",0,live
having,46,0.0003354554537035011,11.541591180897345,6,VBG,1,{'VBG'},1,have
therefore,46,0.0003354554537035011,11.541591180897345,9,RB,3,"{'VB', 'RB', 'IN'}",0,therefor
preserve,46,0.0003354554537035011,11.541591180897345,8,VB,3,"{'VB', 'NN', 'VBP'}",0,preserv
maintain,46,0.0003354554537035011,11.541591180897345,8,VB,2,"{'VB', 'VBP'}",0,maintain
wisdom,45,0.00032816294384038156,11.573300040624684,6,NN,3,"{'NN', 'VBP', 'VB'}",0,wisdom
moral,45,0.00032816294384038156,11.573300040624684,5,JJ,3,"{'NN', 'NNP', 'JJ'}",0,moral
labor,45,0.00032816294384038156,11.573300040624684,5,NN,2,"{'NN', 'NNP'}",0,labor
regard,45,0.00032816294384038156,11.573300040624684,6,NN,3,"{'NN', 'VBP', 'VB'}",0,regard
children,44,0.00032087043397726196,11.605721518317061,8,NNS,1,{'NNS'},0,children
importance,44,0.00032087043397726196,11.605721518317061,10,NN,1,{'NN'},0,import
independence,44,0.00032087043397726196,11.605721518317061,12,NN,2,"{'NN', 'NNP'}",0,independ
does,44,0.00032087043397726196,11.605721518317061,4,VBZ,1,{'VBZ'},1,doe
did,44,0.00032087043397726196,11.605721518317061,3,VBD,2,"{'VBD', 'NNP'}",1,did
alone,44,0.00032087043397726196,11.605721518317061,5,RB,3,"{'VB', 'NN', 'RB'}",0,alon
her,44,0.00032087043397726196,11.605721518317061,3,PRP$,2,"{'PRP', 'PRP$'}",1,her
effort,44,0.00032087043397726196,11.605721518317061,6,NN,1,{'NN'},0,effort
whether,43,0.00031357792411414236,11.638888382252262,7,IN,1,{'IN'},0,whether
parties,43,0.00031357792411414236,11.638888382252262,7,NNS,1,{'NNS'},0,parti
hands,43,0.00031357792411414236,11.638888382252262,5,NNS,2,"{'NNS', 'VBZ'}",0,hand
success,43,0.00031357792411414236,11.638888382252262,7,NN,1,{'NN'},0,success
desire,43,0.00031357792411414236,11.638888382252262,6,NN,3,"{'NN', 'VBP', 'VB'}",0,desir
promise,43,0.00031357792411414236,11.638888382252262,7,NN,3,"{'NN', 'VBP', 'VB'}",0,promis
either,43,0.00031357792411414236,11.638888382252262,6,CC,4,"{'NN', 'RB', 'DT', 'CC'}",0,either
ask,43,0.00031357792411414236,11.638888382252262,3,VBP,4,"{'VB', 'VBD', 'NN', 'VBP'}",0,ask
form,43,0.00031357792411414236,11.638888382252262,4,NN,3,"{'NN', 'VBP', 'VB'}",0,form
look,42,0.00030628541425102275,11.672835714175598,4,VB,5,"{'VBZ', 'VB', 'NNP', 'VBP', 'NN'}",0,look
legislation,42,0.00030628541425102275,11.672835714175598,11,NN,1,{'NN'},0,legisl
mankind,42,0.00030628541425102275,11.672835714175598,7,NN,4,"{'NN', 'NNP', 'VBP', 'VB'}",0,mankind
march,42,0.00030628541425102275,11.672835714175598,5,NNP,3,"{'NN', 'NNP', 'VBP'}",0,march
end,42,0.00030628541425102275,11.672835714175598,3,NN,2,"{'NN', 'VB'}",0,end
two,42,0.00030628541425102275,11.672835714175598,3,CD,1,{'CD'},0,two
mind,42,0.00030628541425102275,11.672835714175598,4,NN,3,"{'NN', 'NNP', 'VB'}",0,mind
circumstances,42,0.00030628541425102275,11.672835714175598,13,NNS,1,{'NNS'},0,circumst
measures,42,0.00030628541425102275,11.672835714175598,8,NNS,2,"{'NNS', 'VBZ'}",0,measur
local,41,0.0002989929043879032,11.707601132336276,5,JJ,1,{'JJ'},0,local
affairs,41,0.0002989929043879032,11.707601132336276,7,NNS,1,{'NNS'},0,affair
last,41,0.0002989929043879032,11.707601132336276,4,JJ,1,{'JJ'},0,last
exercise,41,0.0002989929043879032,11.707601132336276,8,NN,2,"{'NN', 'VB'}",0,exercis
welfare,41,0.0002989929043879032,11.707601132336276,7,NN,2,"{'NN', 'VB'}",0,welfar
after,41,0.0002989929043879032,11.707601132336276,5,IN,1,{'IN'},1,after
increase,40,0.0002917003945247836,11.743225042066996,8,NN,2,"{'NN', 'VB'}",0,increas
race,40,0.0002917003945247836,11.743225042066996,4,NN,2,"{'NN', 'NNP'}",0,race
essential,40,0.0002917003945247836,11.743225042066996,9,JJ,2,"{'NN', 'JJ'}",0,essenti
how,40,0.0002917003945247836,11.743225042066996,3,WRB,1,{'WRB'},1,how
aid,40,0.0002917003945247836,11.743225042066996,3,NN,2,"{'NN', 'VB'}",0,aid
blessings,40,0.0002917003945247836,11.743225042066996,9,NNS,1,{'NNS'},0,bless
peoples,39,0.000284407884661664,11.77975091809211,7,NNS,1,{'NNS'},0,peopl
ago,39,0.000284407884661664,11.77975091809211,3,RB,2,"{'RB', 'IN'}",0,ago
greatest,39,0.000284407884661664,11.77975091809211,8,JJS,1,{'JJS'},0,greatest
danger,39,0.000284407884661664,11.77975091809211,6,NN,2,"{'NN', 'JJR'}",0,danger
about,39,0.000284407884661664,11.77975091809211,5,IN,3,"{'RB', 'IN', 'RP'}",1,about
body,39,0.000284407884661664,11.77975091809211,4,NN,1,{'NN'},0,bodi
period,39,0.000284407884661664,11.77975091809211,6,NN,1,{'NN'},0,period
favor,39,0.000284407884661664,11.77975091809211,5,NN,3,"{'NN', 'VBP', 'VB'}",0,favor
thought,39,0.000284407884661664,11.77975091809211,7,NN,3,"{'NN', 'VBN', 'VB'}",0,thought
fear,39,0.000284407884661664,11.77975091809211,4,NN,4,"{'NN', 'VBP', 'VB', 'JJ'}",0,fear
whom,39,0.000284407884661664,11.77975091809211,4,WP,1,{'WP'},1,whom
possible,39,0.000284407884661664,11.77975091809211,8,JJ,1,{'JJ'},0,possibl
taken,38,0.0002771153747985444,11.817225623510774,5,VBN,1,{'VBN'},0,taken
bring,38,0.0002771153747985444,11.817225623510774,5,VB,3,"{'VB', 'VBG', 'VBP'}",0,bring
call,38,0.0002771153747985444,11.817225623510774,4,NN,3,"{'NN', 'VBP', 'VB'}",0,call
highest,38,0.0002771153747985444,11.817225623510774,7,JJS,1,{'JJS'},0,highest
civilization,38,0.0002771153747985444,11.817225623510774,12,NN,1,{'NN'},0,civil
until,38,0.0002771153747985444,11.817225623510774,5,IN,1,{'IN'},1,until
safety,38,0.0002771153747985444,11.817225623510774,6,NN,1,{'NN'},0,safeti
task,38,0.0002771153747985444,11.817225623510774,4,NN,1,{'NN'},0,task
territory,38,0.0002771153747985444,11.817225623510774,9,NN,2,"{'NN', 'NNP'}",0,territori
large,37,0.00026982286493542484,11.855699771325408,5,JJ,1,{'JJ'},0,larg
reason,37,0.00026982286493542484,11.855699771325408,6,NN,1,{'NN'},0,reason
limits,37,0.00026982286493542484,11.855699771325408,6,NNS,2,"{'NNS', 'VBZ'}",0,limit
say,37,0.00026982286493542484,11.855699771325408,3,VB,2,"{'VB', 'VBP'}",0,say
questions,37,0.00026982286493542484,11.855699771325408,9,NNS,1,{'NNS'},0,question
hold,37,0.00026982286493542484,11.855699771325408,4,VBP,2,"{'VB', 'VBP'}",0,hold
heart,37,0.00026982286493542484,11.855699771325408,5,NN,1,{'NN'},0,heart
care,37,0.00026982286493542484,11.855699771325408,4,NN,2,"{'NN', 'VB'}",0,care
protect,37,0.00026982286493542484,11.855699771325408,7,VB,4,"{'VB', 'NN', 'VBP', 'JJ'}",0,protect
efforts,37,0.00026982286493542484,11.855699771325408,7,NNS,1,{'NNS'},0,effort
knowledge,37,0.00026982286493542484,11.855699771325408,9,NN,3,"{'NN', 'VBP', 'VB'}",0,knowledg
hopes,37,0.00026982286493542484,11.855699771325408,5,NNS,2,"{'NNS', 'VBZ'}",0,hope
once,37,0.00026982286493542484,11.855699771325408,4,RB,2,"{'NN', 'RB'}",1,onc
occasion,37,0.00026982286493542484,11.855699771325408,8,NN,1,{'NN'},0,occas
judgment,36,0.00026253035507230524,11.895228135512047,8,NN,1,{'NN'},0,judgment
passed,36,0.00026253035507230524,11.895228135512047,6,VBN,2,"{'VBD', 'VBN'}",0,pass
effect,36,0.00026253035507230524,11.895228135512047,6,NN,1,{'NN'},0,effect
throughout,36,0.00026253035507230524,11.895228135512047,10,IN,1,{'IN'},0,throughout
object,36,0.00026253035507230524,11.895228135512047,6,NN,4,"{'NN', 'IN', 'VBP', 'JJ'}",0,object
fair,36,0.00026253035507230524,11.895228135512047,4,JJ,3,"{'NN', 'RB', 'JJ'}",0,fair
society,36,0.00026253035507230524,11.895228135512047,7,NN,2,"{'NN', 'NNP'}",0,societi
share,36,0.00026253035507230524,11.895228135512047,5,NN,1,{'NN'},0,share
making,36,0.00026253035507230524,11.895228135512047,6,VBG,2,"{'NN', 'VBG'}",0,make
nature,36,0.00026253035507230524,11.895228135512047,6,NN,1,{'NN'},0,natur
millions,36,0.00026253035507230524,11.895228135512047,8,NNS,1,{'NNS'},0,million
example,36,0.00026253035507230524,11.895228135512047,7,NN,1,{'NN'},0,exampl
faithful,35,0.00025523784520918564,11.935870120009392,8,JJ,2,"{'NN', 'JJ'}",0,faith
view,35,0.00025523784520918564,11.935870120009392,4,NN,3,"{'NN', 'VBP', 'VB'}",0,view
international,35,0.00025523784520918564,11.935870120009392,13,JJ,2,"{'NNP', 'JJ'}",0,intern
money,35,0.00025523784520918564,11.935870120009392,5,NN,1,{'NN'},0,money
certain,35,0.00025523784520918564,11.935870120009392,7,JJ,2,"{'NNP', 'JJ'}",0,certain
population,34,0.00024794533534606603,11.97769029570402,10,NN,1,{'NN'},0,popul
countries,34,0.00024794533534606603,11.97769029570402,9,NNS,1,{'NNS'},0,countri
abroad,34,0.00024794533534606603,11.97769029570402,6,RB,3,"{'NN', 'RB', 'IN'}",0,abroad
thus,34,0.00024794533534606603,11.97769029570402,4,RB,1,{'RB'},0,thu
promote,34,0.00024794533534606603,11.97769029570402,7,VB,2,"{'VB', 'VBP'}",0,promot
conditions,34,0.00024794533534606603,11.97769029570402,10,NNS,1,{'NNS'},0,condit
require,34,0.00024794533534606603,11.97769029570402,7,VB,3,"{'VB', 'NN', 'VBP'}",0,requir
produce,34,0.00024794533534606603,11.97769029570402,7,VB,3,"{'VB', 'NN', 'VBP'}",0,produc
necessity,34,0.00024794533534606603,11.97769029570402,9,NN,1,{'NN'},0,necess
permanent,34,0.00024794533534606603,11.97769029570402,9,JJ,3,"{'VB', 'NNP', 'JJ'}",0,perman
further,34,0.00024794533534606603,11.97769029570402,7,JJ,3,"{'RBR', 'RB', 'JJ'}",1,further
sufficient,34,0.00024794533534606603,11.97769029570402,10,JJ,2,"{'NN', 'JJ'}",0,suffici
attention,34,0.00024794533534606603,11.97769029570402,9,NN,1,{'NN'},0,attent
friends,34,0.00024794533534606603,11.97769029570402,7,NNS,1,{'NNS'},0,friend
little,34,0.00024794533534606603,11.97769029570402,6,JJ,2,"{'RB', 'JJ'}",0,littl
revolution,34,0.00024794533534606603,11.97769029570402,10,NN,2,"{'NN', 'NNP'}",0,revolut
existence,34,0.00024794533534606603,11.97769029570402,9,NN,1,{'NN'},0,exist
problems,34,0.00024794533534606603,11.97769029570402,8,NNS,1,{'NNS'},0,problem
already,34,0.00024794533534606603,11.97769029570402,7,RB,1,{'RB'},0,alreadi
chief,34,0.00024794533534606603,11.97769029570402,5,NNP,3,"{'NN', 'NNP', 'JJ'}",0,chief
solemn,33,0.00024065282548294646,12.020759017595905,6,JJ,2,"{'NN', 'JJ'}",0,solemn
result,33,0.00024065282548294646,12.020759017595905,6,NN,3,"{'NN', 'VBP', 'VB'}",0,result
myself,33,0.00024065282548294646,12.020759017595905,6,PRP,2,"{'VB', 'PRP'}",1,myself
pledge,33,0.00024065282548294646,12.020759017595905,6,NN,3,"{'NN', 'VBP', 'VB'}",0,pledg
social,33,0.00024065282548294646,12.020759017595905,6,JJ,2,"{'NNP', 'JJ'}",0,social
instrument,33,0.00024065282548294646,12.020759017595905,10,NN,1,{'NN'},0,instrument
community,33,0.00024065282548294646,12.020759017595905,9,NN,1,{'NN'},0,commun
members,32,0.00023336031561982688,12.06515313695436,7,NNS,1,{'NNS'},0,member
independent,32,0.00023336031561982688,12.06515313695436,11,JJ,1,{'JJ'},0,independ
obligations,32,0.00023336031561982688,12.06515313695436,11,NNS,1,{'NNS'},0,oblig
degree,32,0.00023336031561982688,12.06515313695436,6,NN,4,"{'NN', 'VB', 'VBP', 'JJ'}",0,degre
none,32,0.00023336031561982688,12.06515313695436,4,NN,2,"{'NN', 'CD'}",0,none
speak,32,0.00023336031561982688,12.06515313695436,5,VB,3,"{'VB', 'VBP', 'JJ'}",0,speak
moment,32,0.00023336031561982688,12.06515313695436,6,NN,1,{'NN'},0,moment
wise,32,0.00023336031561982688,12.06515313695436,4,NN,5,"{'VB', 'NNP', 'VBP', 'JJ', 'NN'}",0,wise
expect,32,0.00023336031561982688,12.06515313695436,6,VB,2,"{'VB', 'VBP'}",0,expect
industrial,32,0.00023336031561982688,12.06515313695436,10,JJ,2,"{'NNP', 'JJ'}",0,industri
military,32,0.00023336031561982688,12.06515313695436,8,JJ,2,"{'NN', 'JJ'}",0,militari
south,32,0.00023336031561982688,12.06515313695436,5,NNP,2,"{'NN', 'NNP'}",0,south
patriotism,32,0.00023336031561982688,12.06515313695436,10,NN,1,{'NN'},0,patriot
courage,32,0.00023336031561982688,12.06515313695436,7,NN,1,{'NN'},0,courag
education,32,0.00023336031561982688,12.06515313695436,9,NN,1,{'NN'},0,educ
rule,32,0.00023336031561982688,12.06515313695436,4,NN,4,"{'NN', 'NNP', 'VBP', 'VB'}",0,rule
tariff,31,0.00022606780575670728,12.110956826567485,6,NN,2,"{'NN', 'JJ'}",0,tariff
mr,31,0.00022606780575670728,12.110956826567485,2,NNP,2,"{'NN', 'NNP'}",0,mr
generation,31,0.00022606780575670728,12.110956826567485,10,NN,1,{'NN'},0,gener
wealth,31,0.00022606780575670728,12.110956826567485,6,NN,2,"{'NN', 'NNP'}",0,wealth
wish,31,0.00022606780575670728,12.110956826567485,4,VBP,4,"{'VB', 'NN', 'VBP', 'JJ'}",0,wish
conduct,31,0.00022606780575670728,12.110956826567485,7,NN,2,"{'NN', 'VB'}",0,conduct
industry,31,0.00022606780575670728,12.110956826567485,8,NN,1,{'NN'},0,industri
discharge,31,0.00022606780575670728,12.110956826567485,9,NN,2,"{'NN', 'VB'}",0,discharg
equally,31,0.00022606780575670728,12.110956826567485,7,RB,1,{'RB'},0,equal
extended,31,0.00022606780575670728,12.110956826567485,8,VBN,3,"{'VBD', 'VBN', 'JJ'}",0,extend
objects,31,0.00022606780575670728,12.110956826567485,7,NNS,1,{'NNS'},0,object
destiny,31,0.00022606780575670728,12.110956826567485,7,NN,1,{'NN'},0,destini
clear,31,0.00022606780575670728,12.110956826567485,5,JJ,2,"{'VB', 'JJ'}",0,clear
placed,30,0.0002187752958935877,12.15826254134584,6,VBN,2,"{'VBD', 'VBN'}",0,place
sound,30,0.0002187752958935877,12.15826254134584,5,NN,4,"{'NN', 'IN', 'VB', 'JJ'}",0,sound
4,30,0.0002187752958935877,12.15826254134584,1,CD,1,{'CD'},0,4
happy,30,0.0002187752958935877,12.15826254134584,5,JJ,2,"{'NNP', 'JJ'}",0,happi
face,30,0.0002187752958935877,12.15826254134584,4,VBP,4,"{'NN', 'VBN', 'VBP', 'VB'}",0,face
self-government,30,0.0002187752958935877,12.15826254134584,15,NN,2,"{'NN', 'JJ'}",0,self-govern
four,30,0.0002187752958935877,12.15826254134584,4,CD,1,{'CD'},0,four
arms,30,0.0002187752958935877,12.15826254134584,4,NNS,1,{'NNS'},0,arm
property,30,0.0002187752958935877,12.15826254134584,8,NN,1,{'NN'},0,properti
different,30,0.0002187752958935877,12.15826254134584,9,JJ,1,{'JJ'},0,differ
election,30,0.0002187752958935877,12.15826254134584,8,NN,2,"{'NN', 'NNP'}",0,elect
extent,30,0.0002187752958935877,12.15826254134584,6,NN,1,{'NN'},0,extent
dangers,30,0.0002187752958935877,12.15826254134584,7,NNS,1,{'NNS'},0,danger
fact,30,0.0002187752958935877,12.15826254134584,4,NN,1,{'NN'},0,fact
powerful,30,0.0002187752958935877,12.15826254134584,8,JJ,1,{'JJ'},0,power
due,30,0.0002187752958935877,12.15826254134584,3,JJ,2,"{'NNP', 'JJ'}",0,due
portion,30,0.0002187752958935877,12.15826254134584,7,NN,1,{'NN'},0,portion
forward,29,0.0002114827860304681,12.207172141826787,7,RB,2,"{'RB', 'JJ'}",0,forward
fail,29,0.0002114827860304681,12.207172141826787,4,VB,2,"{'VB', 'VBP'}",0,fail
position,29,0.0002114827860304681,12.207172141826787,8,NN,1,{'NN'},0,posit
whatever,29,0.0002114827860304681,12.207172141826787,8,WDT,4,"{'VB', 'WDT', 'WP', 'JJ'}",0,whatev
religious,29,0.0002114827860304681,12.207172141826787,9,JJ,1,{'JJ'},0,religi
consideration,29,0.0002114827860304681,12.207172141826787,13,NN,1,{'NN'},0,consider
seen,29,0.0002114827860304681,12.207172141826787,4,VBN,1,{'VBN'},0,seen
fathers,29,0.0002114827860304681,12.207172141826787,7,NNS,1,{'NNS'},0,father
few,29,0.0002114827860304681,12.207172141826787,3,JJ,1,{'JJ'},1,few
want,29,0.0002114827860304681,12.207172141826787,4,VBP,4,"{'NN', 'JJ', 'VBP', 'VB'}",0,want
feel,29,0.0002114827860304681,12.207172141826787,4,VB,2,"{'VB', 'VBP'}",0,feel
humanity,28,0.00020419027616734852,12.257798214896754,8,NN,2,"{'NN', 'NNP'}",0,human
citizenship,28,0.00020419027616734852,12.257798214896754,11,NN,1,{'NN'},0,citizenship
advance,28,0.00020419027616734852,12.257798214896754,7,NN,4,"{'VB', 'NN', 'IN', 'VBP'}",0,advanc
enterprise,28,0.00020419027616734852,12.257798214896754,10,NN,2,"{'NN', 'VB'}",0,enterpris
single,28,0.00020419027616734852,12.257798214896754,6,JJ,1,{'JJ'},0,singl
truth,28,0.00020419027616734852,12.257798214896754,5,NN,2,"{'NN', 'VB'}",0,truth
personal,28,0.00020419027616734852,12.257798214896754,8,JJ,1,{'JJ'},0,person
neither,28,0.00020419027616734852,12.257798214896754,7,DT,6,"{'VB', 'RB', 'DT', 'NNP', 'VBP', 'CC'}",0,neither
honorable,28,0.00020419027616734852,12.257798214896754,9,JJ,3,"{'NN', 'NNP', 'JJ'}",0,honor
responsibilities,28,0.00020419027616734852,12.257798214896754,16,NNS,3,"{'NNS', 'VBZ', 'NNP'}",0,respons
opinions,28,0.00020419027616734852,12.257798214896754,8,NNS,1,{'NNS'},0,opinion
almighty,28,0.00020419027616734852,12.257798214896754,8,NNP,1,{'NNP'},0,almighti
carry,28,0.00020419027616734852,12.257798214896754,5,VB,2,"{'VB', 'VBP'}",0,carri
ability,28,0.00020419027616734852,12.257798214896754,7,NN,1,{'NN'},0,abil
established,28,0.00020419027616734852,12.257798214896754,11,VBN,2,"{'VBD', 'VBN'}",0,establish
several,28,0.00020419027616734852,12.257798214896754,7,JJ,1,{'JJ'},0,sever
words,28,0.00020419027616734852,12.257798214896754,5,NNS,1,{'NNS'},0,word
away,28,0.00020419027616734852,12.257798214896754,4,RB,2,"{'RB', 'RP'}",0,away
presence,28,0.00020419027616734852,12.257798214896754,8,NN,1,{'NN'},0,presenc
beginning,28,0.00020419027616734852,12.257798214896754,9,NN,2,"{'NN', 'VBG'}",0,begin
think,28,0.00020419027616734852,12.257798214896754,5,VBP,4,"{'VB', 'NN', 'NNP', 'VBP'}",0,think
year,28,0.00020419027616734852,12.257798214896754,4,NN,1,{'NN'},0,year
set,27,0.00019689776630422892,12.310265634790891,3,VBN,4,"{'VB', 'VBD', 'VBP', 'VBN'}",0,set
feeling,27,0.00019689776630422892,12.310265634790891,7,NN,2,"{'NN', 'VBG'}",0,feel
expression,27,0.00019689776630422892,12.310265634790891,10,NN,1,{'NN'},0,express
lead,27,0.00019689776630422892,12.310265634790891,4,VB,3,"{'VB', 'NN', 'JJ'}",0,lead
enough,27,0.00019689776630422892,12.310265634790891,6,RB,3,"{'NN', 'RB', 'JJ'}",0,enough
preserved,27,0.00019689776630422892,12.310265634790891,9,VBN,2,"{'VBD', 'VBN'}",0,preserv
departments,27,0.00019689776630422892,12.310265634790891,11,NNS,3,"{'NNS', 'NNPS', 'NNP'}",0,depart
determined,27,0.00019689776630422892,12.310265634790891,10,VBN,3,"{'VBD', 'VBN', 'JJ'}",0,determin
growth,27,0.00019689776630422892,12.310265634790891,6,NN,1,{'NN'},0,growth
during,27,0.00019689776630422892,12.310265634790891,6,IN,1,{'IN'},1,dure
practical,27,0.00019689776630422892,12.310265634790891,9,JJ,1,{'JJ'},0,practic
private,27,0.00019689776630422892,12.310265634790891,7,JJ,1,{'JJ'},0,privat
views,27,0.00019689776630422892,12.310265634790891,5,NNS,1,{'NNS'},0,view
provide,27,0.00019689776630422892,12.310265634790891,7,VB,2,"{'VB', 'VBP'}",0,provid
endeavor,27,0.00019689776630422892,12.310265634790891,8,NN,3,"{'NN', 'VBP', 'VB'}",0,endeavor
though,27,0.00019689776630422892,12.310265634790891,6,IN,2,"{'RB', 'IN'}",0,though
vast,27,0.00019689776630422892,12.310265634790891,4,JJ,2,"{'NN', 'JJ'}",0,vast
sovereignty,27,0.00019689776630422892,12.310265634790891,11,NN,1,{'NN'},0,sovereignti
reach,27,0.00019689776630422892,12.310265634790891,5,VB,3,"{'VB', 'NN', 'VBP'}",0,reach
often,27,0.00019689776630422892,12.310265634790891,5,RB,1,{'RB'},0,often
unity,27,0.00019689776630422892,12.310265634790891,5,NN,2,"{'NN', 'JJ'}",0,uniti
small,27,0.00019689776630422892,12.310265634790891,5,JJ,1,{'JJ'},0,small
generations,26,0.00018960525644110934,12.364713418813267,11,NNS,1,{'NNS'},0,gener
ideals,26,0.00018960525644110934,12.364713418813267,6,NNS,1,{'NNS'},0,ideal
legislative,26,0.00018960525644110934,12.364713418813267,11,JJ,1,{'JJ'},0,legisl
patriotic,26,0.00018960525644110934,12.364713418813267,9,JJ,2,"{'NN', 'JJ'}",0,patriot
devotion,26,0.00018960525644110934,12.364713418813267,8,NN,1,{'NN'},0,devot
material,26,0.00018960525644110934,12.364713418813267,8,NN,2,"{'NN', 'JJ'}",0,materi
case,26,0.00018960525644110934,12.364713418813267,4,NN,1,{'NN'},0,case
mere,26,0.00018960525644110934,12.364713418813267,4,JJ,1,{'JJ'},0,mere
remain,26,0.00018960525644110934,12.364713418813267,6,VB,2,"{'VB', 'VBP'}",0,remain
harmony,26,0.00018960525644110934,12.364713418813267,7,NN,2,"{'NN', 'JJ'}",0,harmoni
sacred,26,0.00018960525644110934,12.364713418813267,6,JJ,2,"{'VBD', 'JJ'}",0,sacr
constant,26,0.00018960525644110934,12.364713418813267,8,JJ,2,"{'NN', 'JJ'}",0,constant
prevent,26,0.00018960525644110934,12.364713418813267,7,VB,2,"{'VB', 'VBP'}",0,prevent
supreme,26,0.00018960525644110934,12.364713418813267,7,JJ,4,"{'NN', 'NNP', 'VBN', 'JJ'}",0,suprem
hearts,26,0.00018960525644110934,12.364713418813267,6,NNS,1,{'NNS'},0,heart
popular,26,0.00018960525644110934,12.364713418813267,7,JJ,1,{'JJ'},0,popular
rather,26,0.00018960525644110934,12.364713418813267,6,RB,1,{'RB'},0,rather
evil,26,0.00018960525644110934,12.364713418813267,4,NN,3,"{'NN', 'NNS', 'JJ'}",0,evil
